t,x,y
27.157,-8.15E-03,-2.18E-02
27.191,-1.53E-02,-2.09E-02
27.224,-2.15E-02,-2.01E-02
27.257,-2.66E-02,-2.05E-02
27.291,-3.06E-02,-2.13E-02
27.324,-3.34E-02,-2.14E-02
27.358,-3.46E-02,-2.09E-02
27.391,-3.48E-02,-2.10E-02
27.424,-3.36E-02,-2.21E-02
27.458,-3.12E-02,-2.28E-02
27.491,-2.74E-02,-2.32E-02
27.524,-2.25E-02,-2.31E-02
27.558,-1.62E-02,-2.36E-02
27.591,-8.92E-03,-2.35E-02
27.624,-6.91E-04,-2.31E-02
27.658,8.42E-03,-2.35E-02
27.691,1.83E-02,-2.46E-02
27.725,2.89E-02,-2.52E-02
27.758,4.02E-02,-2.49E-02
27.791,5.19E-02,-2.45E-02
27.825,6.40E-02,-2.45E-02
27.858,7.59E-02,-2.46E-02
27.891,8.82E-02,-2.43E-02
27.925,9.99E-02,-2.35E-02
27.958,0.111,-2.23E-02
27.991,0.123,-2.16E-02
28.025,0.133,-2.07E-02
28.058,0.144,-2.06E-02
28.091,0.153,-2.05E-02
28.125,0.161,-1.96E-02
28.158,0.168,-1.73E-02
28.192,0.174,-1.57E-02
28.225,0.179,-1.54E-02
28.258,0.183,-1.52E-02
28.292,0.185,-1.44E-02
28.325,0.187,-1.30E-02
28.358,0.187,-1.27E-02
28.392,0.185,-1.31E-02
28.425,0.183,-1.35E-02
28.458,0.179,-1.34E-02
28.492,0.174,-1.30E-02
28.525,0.168,-1.36E-02
28.559,0.161,-1.35E-02
28.592,0.153,-1.34E-02
28.625,0.144,-1.41E-02
28.659,0.134,-1.54E-02
28.692,0.124,-1.64E-02
28.725,0.113,-1.65E-02
28.759,0.102,-1.65E-02
28.792,9.03E-02,-1.71E-02
28.825,7.83E-02,-1.78E-02
28.859,6.64E-02,-1.84E-02
28.892,5.48E-02,-1.84E-02
28.926,4.32E-02,-1.82E-02
28.959,3.21E-02,-1.86E-02
28.992,2.15E-02,-1.87E-02
29.026,1.12E-02,-1.95E-02
29.059,2.08E-03,-2.06E-02
29.092,-6.20E-03,-2.07E-02
29.126,-1.34E-02,-1.99E-02
29.159,-1.97E-02,-1.92E-02
29.192,-2.53E-02,-2.01E-02
29.226,-2.97E-02,-2.07E-02
29.259,-3.26E-02,-2.08E-02
29.293,-3.42E-02,-2.04E-02
29.326,-3.46E-02,-2.06E-02
29.359,-3.39E-02,-2.16E-02
29.393,-3.15E-02,-2.22E-02
29.426,-2.81E-02,-2.25E-02
29.459,-2.32E-02,-2.26E-02
29.493,-1.75E-02,-2.31E-02
29.526,-1.03E-02,-2.30E-02
29.559,-1.95E-03,-2.26E-02
29.593,7.04E-03,-2.32E-02
29.626,1.66E-02,-2.42E-02
29.66,2.70E-02,-2.47E-02
29.693,3.81E-02,-2.43E-02
29.726,4.97E-02,-2.40E-02
29.76,6.13E-02,-2.41E-02
29.793,7.32E-02,-2.42E-02
29.826,8.51E-02,-2.38E-02
29.86,9.72E-02,-2.30E-02
29.893,0.109,-2.19E-02
29.926,0.12,-2.12E-02
29.96,0.131,-2.04E-02
29.993,0.141,-2.01E-02
30.027,0.15,-2.00E-02
30.06,0.158,-1.89E-02
30.093,0.166,-1.69E-02
30.127,0.172,-1.52E-02
30.16,0.177,-1.50E-02
30.193,0.181,-1.50E-02
30.227,0.184,-1.38E-02
30.26,0.185,-1.25E-02
30.293,0.185,-1.22E-02
30.327,0.184,-1.26E-02
30.36,0.182,-1.29E-02
30.394,0.178,-1.24E-02
30.427,0.174,-1.21E-02
30.46,0.168,-1.26E-02
30.494,0.161,-1.26E-02
30.527,0.153,-1.24E-02
30.56,0.145,-1.30E-02
30.594,0.135,-1.45E-02
30.627,0.125,-1.57E-02
30.66,0.115,-1.60E-02
30.694,0.104,-1.59E-02
30.727,9.19E-02,-1.66E-02
30.761,8.05E-02,-1.77E-02
30.794,6.86E-02,-1.84E-02
30.827,5.69E-02,-1.84E-02
30.861,4.58E-02,-1.83E-02
30.894,3.47E-02,-1.86E-02
30.927,2.40E-02,-1.92E-02
30.961,1.37E-02,-2.02E-02
30.994,4.19E-03,-2.16E-02
31.027,-4.21E-03,-2.14E-02
31.061,-1.19E-02,-2.04E-02
31.094,-1.87E-02,-1.98E-02
31.128,-2.44E-02,-2.08E-02
31.161,-2.89E-02,-2.16E-02
31.194,-3.22E-02,-2.13E-02
31.228,-3.40E-02,-2.09E-02
31.261,-3.48E-02,-2.13E-02
31.294,-3.42E-02,-2.25E-02
31.328,-3.23E-02,-2.32E-02
31.361,-2.89E-02,-2.30E-02
31.394,-2.46E-02,-2.32E-02
31.428,-1.88E-02,-2.36E-02
31.461,-1.20E-02,-2.34E-02
31.494,-4.20E-03,-2.31E-02
31.528,4.42E-03,-2.38E-02
31.561,1.39E-02,-2.51E-02
31.595,2.43E-02,-2.57E-02
31.628,3.53E-02,-2.53E-02
31.661,4.66E-02,-2.50E-02
31.695,5.81E-02,-2.51E-02
31.728,7.00E-02,-2.52E-02
31.761,8.19E-02,-2.49E-02
31.795,9.37E-02,-2.41E-02
31.828,0.105,-2.29E-02
31.861,0.117,-2.23E-02
31.895,0.127,-2.17E-02
31.928,0.138,-2.17E-02
31.962,0.147,-2.19E-02
31.995,0.156,-2.07E-02
32.028,0.163,-1.88E-02
32.062,0.169,-1.71E-02
